File,N,Algorithm,Result,Time(s)
dataset/Test-2.txt,569,A1,1,0.000000000
dataset/Test-2.txt,569,A2,1,0.000000000
dataset/Test-2.txt,569,A3,1,0.000000000
dataset/Test-2.txt,569,A4,1,0.000001000
dataset/Test-2.txt,821,A1,1,0.000001000
dataset/Test-2.txt,821,A2,1,0.000000000
dataset/Test-2.txt,821,A3,1,0.000000000
dataset/Test-2.txt,821,A4,1,0.000000000
dataset/Test-2.txt,337,A1,1,0.000001000
dataset/Test-2.txt,337,A2,1,0.000000000
dataset/Test-2.txt,337,A3,1,0.000000000
dataset/Test-2.txt,337,A4,1,0.000000000
dataset/Test-2.txt,2683,A1,1,0.000002000
dataset/Test-2.txt,2683,A2,1,0.000001000
dataset/Test-2.txt,2683,A3,1,0.000000000
dataset/Test-2.txt,2683,A4,1,0.000001000
dataset/Test-2.txt,4877,A1,1,0.000003000
dataset/Test-2.txt,4877,A2,1,0.000001000
dataset/Test-2.txt,4877,A3,1,0.000000000
dataset/Test-2.txt,4877,A4,1,0.000000000
dataset/Test-2.txt,7547,A1,1,0.000005000
dataset/Test-2.txt,7547,A2,1,0.000003000
dataset/Test-2.txt,7547,A3,1,0.000000000
dataset/Test-2.txt,7547,A4,1,0.000000000
dataset/Test-2.txt,1451,A1,1,0.000001000
dataset/Test-2.txt,1451,A2,1,0.000001000
dataset/Test-2.txt,1451,A3,1,0.000001000
dataset/Test-2.txt,1451,A4,1,0.000000000
dataset/Test-2.txt,9013,A1,1,0.000006000
dataset/Test-2.txt,9013,A2,1,0.000003000
dataset/Test-2.txt,9013,A3,1,0.000000000
dataset/Test-2.txt,9013,A4,1,0.000000000
dataset/Test-2.txt,4889,A1,1,0.000004000
dataset/Test-2.txt,4889,A2,1,0.000002000
dataset/Test-2.txt,4889,A3,1,0.000000000
dataset/Test-2.txt,4889,A4,1,0.000000000
dataset/Test-2.txt,6299,A1,1,0.000004000
dataset/Test-2.txt,6299,A2,1,0.000003000
dataset/Test-2.txt,6299,A3,1,0.000000000
dataset/Test-2.txt,6299,A4,1,0.000000000
dataset/Test-2.txt,6983,A1,1,0.000005000
dataset/Test-2.txt,6983,A2,1,0.000004000
dataset/Test-2.txt,6983,A3,1,0.000000000
dataset/Test-2.txt,6983,A4,1,0.000000000
dataset/Test-2.txt,9791,A1,1,0.000007000
dataset/Test-2.txt,9791,A2,1,0.000004000
dataset/Test-2.txt,9791,A3,1,0.000000000
dataset/Test-2.txt,9791,A4,1,0.000000000
dataset/Test-2.txt,8147,A1,1,0.000005000
dataset/Test-2.txt,8147,A2,1,0.000003000
dataset/Test-2.txt,8147,A3,1,0.000000000
dataset/Test-2.txt,8147,A4,1,0.000000000
dataset/Test-2.txt,67579,A1,1,0.000045000
dataset/Test-2.txt,67579,A2,1,0.000024000
dataset/Test-2.txt,67579,A3,1,0.000000000
dataset/Test-2.txt,67579,A4,1,0.000000000
dataset/Test-2.txt,79349,A1,1,0.000053000
dataset/Test-2.txt,79349,A2,1,0.000026000
dataset/Test-2.txt,79349,A3,1,0.000000000
dataset/Test-2.txt,79349,A4,1,0.000001000
dataset/Test-2.txt,47381,A1,1,0.000032000
dataset/Test-2.txt,47381,A2,1,0.000016000
dataset/Test-2.txt,47381,A3,1,0.000000000
dataset/Test-2.txt,47381,A4,1,0.000000000
dataset/Test-2.txt,34301,A1,1,0.000023000
dataset/Test-2.txt,34301,A2,1,0.000013000
dataset/Test-2.txt,34301,A3,1,0.000000000
dataset/Test-2.txt,34301,A4,1,0.000000000
dataset/Test-2.txt,80747,A1,1,0.000054000
dataset/Test-2.txt,80747,A2,1,0.000027000
dataset/Test-2.txt,80747,A3,1,0.000000000
dataset/Test-2.txt,80747,A4,1,0.000000000
dataset/Test-2.txt,74561,A1,1,0.000050000
dataset/Test-2.txt,74561,A2,1,0.000025000
dataset/Test-2.txt,74561,A3,1,0.000000000
dataset/Test-2.txt,74561,A4,1,0.000000000
dataset/Test-2.txt,40151,A1,1,0.000027000
dataset/Test-2.txt,40151,A2,1,0.000013000
dataset/Test-2.txt,40151,A3,1,0.000001000
dataset/Test-2.txt,40151,A4,1,0.000000000
dataset/Test-2.txt,79279,A1,1,0.000053000
dataset/Test-2.txt,79279,A2,1,0.000027000
dataset/Test-2.txt,79279,A3,1,0.000000000
dataset/Test-2.txt,79279,A4,1,0.000000000
dataset/Test-2.txt,67021,A1,1,0.000045000
dataset/Test-2.txt,67021,A2,1,0.000022000
dataset/Test-2.txt,67021,A3,1,0.000001000
dataset/Test-2.txt,67021,A4,1,0.000000000
dataset/Test-2.txt,95789,A1,1,0.000064000
dataset/Test-2.txt,95789,A2,1,0.000032000
dataset/Test-2.txt,95789,A3,1,0.000000000
dataset/Test-2.txt,95789,A4,1,0.000001000
dataset/Test-2.txt,131891,A1,1,0.000088000
dataset/Test-2.txt,131891,A2,1,0.000045000
dataset/Test-2.txt,131891,A3,1,0.000001000
dataset/Test-2.txt,131891,A4,1,0.000000000
dataset/Test-2.txt,470653,A1,1,0.000315000
dataset/Test-2.txt,470653,A2,1,0.000159000
dataset/Test-2.txt,470653,A3,1,0.000001000
dataset/Test-2.txt,470653,A4,1,0.000000000
dataset/Test-2.txt,474779,A1,1,0.000330000
dataset/Test-2.txt,474779,A2,1,0.000181000
dataset/Test-2.txt,474779,A3,1,0.000000000
dataset/Test-2.txt,474779,A4,1,0.000000000
dataset/Test-2.txt,237691,A1,1,0.000159000
dataset/Test-2.txt,237691,A2,1,0.000080000
dataset/Test-2.txt,237691,A3,1,0.000000000
